통신판매번호,신고기관명,상호,사업자등록번호,법인여부,대표자명,전화번호,전자우편,신고일자,사업장소재지,사업장소재지(도로명),업소상태,신고기관 대표연락처,판매방식,취급품목,인터넷도메인,호스트서버소재지
2022-서울성북-1682,서울특별시 성북구,(주) 핸디맨,211-88-89355,법인,나병하,'02-514-9275,handyman0694@naver.com,20151203,서울특별시 성북구 보문동2가 74-7  1층 101호  ,서울특별시 성북구 지봉로21길 16^ 1층 101호 (보문동2가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,styleb.co.kr,null
2015-서울성북-01034,서울특별시 성북구,주식회사 중원코리아,219-88-00198,법인,문건성,'02-,william@paran.com,20151110,  ,서울특별시 성북구 북악산로 746^ 101동 지하1층 101호 (정릉동^ 정릉우방아파트),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,지마켓.큐팡,null
2017-서울성북-0842,서울특별시 성북구,주식회사 해빛씨엔에스,210-81-75000,법인,김현태,'02-945-5044,sa112srang@naver.co,20151030,  ,서울특별시 성북구 서경로 28^ 상가동 2층 1호 (정릉동^ 태영아파트 2단지),정상영업,02-2241-3966,인터넷,기타,통신세상.kr,null
2015-서울성북-00998,서울특별시 성북구,(주)바나바스,114-81-94408,법인,김정아,'02-,vanavas@naver.com,20151028,  ,서울특별시 성북구 정릉로26길 8^ 202동 405호 (정릉동^ 정릉중앙하이츠빌2단지아파트),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.vanavas.net,서울특별시 강남구 언주로30길 13 (도곡동^ 대림아크로빌5층 KINX)
2016-서울성북-0088,서울특별시 성북구,(주) 동대문마켓 (DDM Market Co.^ Ltd.),728-81-00183,법인,김재광,'02-928-0322,ddm-market@naver.com,20151022,  ,서울특별시 성북구 보문로 107^ 6층 (보문동2가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.ddm-market.co.kr,오픈마켓,경기도 성남시 분당구 대왕판교로 660 B동 4층 (삼평동 유스페이스1)^경기도 성남시 분당구 성남대로925번길 36 5층 (야탑동 KT-IDC)
2020-서울성북-0677,서울특별시 성북구,주식회사 아마존마케팅앤컨설팅그룹,220-88-75286,법인,이원종,'02-2282-1905,2wonjong@gmail.com,20150930,서울특별시 성북구 장위동 89번지 23호 태영주택  ,서울특별시 성북구 장위로45길 2-5^ B02호 (장위동^ 태영주택),정상영업,02-2241-3966,TV홈쇼핑 인터넷 신문잡지 기타,의류/패션/잡화/뷰티 건강/식품,www.keewah.com,https://smartstore.naver.com,서울특별시 동작구 보라매로5길 15 (신대방동^ 전문건설회관빌딩)
2015-서울성북-00901,서울특별시 성북구,주식회사 앨런,209-81-64065,법인,조혁,'02-,allen707@naver.com,20150915,  ,서울특별시 성북구 지봉로24길 31 (보문동5가^ 5층),정상영업,02-2241-3966,인터넷,종합몰 의류/패션/잡화/뷰티,www.11st.co.kr,경기도 성남시 분당구 판교로 264 (삼평동)
2015-서울성북-00886,서울특별시 성북구,(주)삼팔청춘,117-81-91870,법인,정용은,'02,38chungchun@naver.com,20150910,  ,서울특별시 성북구 정릉로 77 (정릉동^ 국민대학교내 창업보육센터),정상영업,02-2241-3966,인터넷,기타,www.alarmtalk.co.kr,서울특별시 양천구 목동동로 233-5^ 3층 (목동^ SK-ICC)
2015-서울성북-00883,서울특별시 성북구,주식회사 야드인터렉티브,127-81-32956,법인,송희동,'02-,hw.park@yardin.com,20150909,  ,서울특별시 성북구 보문로30길 71^ 4층 401호 (동선동2가^ 패션빌딩),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,anthology.co.kr,서울특별시 동작구 보라매로5길 15 (신대방동^ 전문건설회관빌딩)
2016-서울성북-0745,서울특별시 성북구,(주)유스피리어드,337-81-00124,법인,연성욱,'070-5102-4655,hugo@youthperiod.com,20150909,  ,서울특별시 성북구 화랑로 211^ 302호 (장위동^ 성북벤처창업지원센터),정상영업,02-2241-3966,인터넷,레저/여행/공연,http://www.youthperiod.com  http://storefarm.naver.com/youthperiod,서울특별시 동작구 보라매로5길 15 (신대방동^ 전문건설회관빌딩)
2015-서울성북-01120,서울특별시 성북구,(주) 마르미 이마지네,703-88-00107,법인,김소연,'02-6406-7778,89so4521@naver.com,20150903,  ,서울특별시 성북구 보문로 104-1^ 2층 (보문동1가),정상영업,02-2241-3966,인터넷,종합몰 자동차/자동차용품 건강/식품 레저/여행/공연 의류/패션/잡화/뷰티 가구/수납용품 컴퓨터/사무용품 교육/도서/완구/오락,http://www.choixxx.com,서울특별시 동작구 보라매로5길 15 (신대방동)
2017-서울성북-0689,서울특별시 성북구,(주)제이상사,209-81-61466,법인,전찬수,'02-,roolla34@naver.com,20150826,  ,서울특별시 성북구 화랑로5길 66-3^ 101호 (하월곡동),정상영업,02-2241-3966,인터넷,가전 자동차/자동차용품,(주)제이상사,null
2015-서울성북-00846,서울특별시 성북구,주식회사 태창메디칼,209-81-61049,법인,김의동,'02-3293-0322,tcmedi@nate.com,20150824,  ,서울특별시 성북구 돌곶이로22길 5^ 2층 (석관동),정상영업,02-2241-3966,인터넷,종합몰 건강/식품,오픈마켓,서울특별시 강남구 테헤란로 152 (대치동)
2015-서울성북-00837,서울특별시 성북구,주식회사 기혜경동,209-81-45511,법인,김용석,'02-,kh6645@hanmail.net,20150824,서울특별시 성북구 석관동 236번지 13호  ,서울특별시 성북구 화랑로 266 (석관동),정상영업,02-2241-3966,인터넷,가전,http://www.navienhouse.com,경기도 평택시 서탄면 수월암길 95 (경동나비엔 서탄공장)
2015-서울성북-00840,서울특별시 성북구,태창메디칼,209-81-61049,법인,태창메디칼,'02-,tcmed@nate.com,20150824,  ,서울특별시 성북구 돌곶이로22길 5^ 2층 (석관동),정상영업,02-2241-3966,인터넷,기타,오픈마켓,서울특별시 강남구 테헤란로 152 (대치동)
2015-서울성북-00822,서울특별시 성북구,주식회사 쿨파워,248-86-00208,법인,황초비,'02,coolpower.kr@gimail.com,20150818,  ,서울특별시 성북구 월곡로5길 38^ 2층 (종암동),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,www.coolpower.kr,null
2018-서울성북-0874,서울특별시 성북구,주식회사 더베이지,642-86-00093,법인,조재명,'02-,freestyle1@nate.com,20150813,서울특별시 성북구 길음동 1281번지 길음뉴타운  ,서울특별시 성북구 길음로 118^ 411동 16층 2호 (길음동^ 길음뉴타운),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,오픈마켓,null
2022-서울성북-1318,서울특별시 성북구,(주)엔에프이노센스,549-86-00154,법인,윤범기,'010-3552-6622,bongraphica@gmail.com,20150812,서울특별시 성북구 안암동5가 156-3  2층 201호  ,서울특별시 성북구 개운사길 57-3^ 2층 201호 (안암동5가),정상영업,02-2241-3966,인터넷,종합몰,www.nafammail.co.kr,서울특별시 강남구 논현로106길 31^ 3층 (역삼동)
2015-서울성북-00791,서울특별시 성북구,주식회사 그린에스시스템즈,421-87-00120,법인,남성원,'02,seongwonuaw@gwail.com,20150805,  ,서울특별시 성북구 화랑로 211^ 비104호 (장위동^ 성북벤처창업지원센터),정상영업,02-2241-3966,인터넷,종합몰 기타,www.greenss.net,null
2015-서울성북-00766,서울특별시 성북구,주식회사 트리플제이앤파트너스,797-88-00136,법인,박준형,'02-921-7199,roundkitchen7@naver.com,20150727,  ,서울특별시 성북구 삼선교로24길 22^ 1층 (삼선동5가^ 석봉빌딩),정상영업,02-2241-3966,인터넷,건강/식품,www.roundkitchen7.co.kr,서울특별시 양천구 목동동로 233-5^ 3층 (목동^ KT-ICC 심플렉스인터넷)
2016-서울성북-0103,서울특별시 성북구,주식회사 플레이언스 (Play'ence Co.^Ltd.),404-81-45265,법인,박준일,'02-747-8979,playence@naver.com,20150720,  ,서울특별시 성북구 보문로13길 19-17^ 1층 102호 (보문동6가),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,www.playence.co.kr,www.플레이언스.co.kr,www.플레이언스.com,www.플레이언스.net,www.플레이언스.kr,null
2015-서울성북-00606,서울특별시 성북구,(주)가경엘앤에프,209-81-51503,법인,송경환,'02-,volpark717@hanmail.net,20150702,  ,서울특별시 성북구 월계로 138^ 101호^301호 (장위동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.kasibady.com,null
2016-서울성북-0730,서울특별시 성북구,주식회사 스마트앤와이즈,209-81-52671,법인,심재권^천성규,'070-8225-1483,jaekwoun.shim@smartndwise.co.kr,20150702,  ,서울특별시 성북구 종암로 13^ 410동 (종암동^ 고려대학교교우회관),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락 기타,smartandwise.co.kr,서울특별시 동작구 보라매로5길 15 (신대방동^  심플렉스인터넷(주) cafe24 )
2015-서울성북-00586,서울특별시 성북구,벨로아 협동조합,209-81-63858,법인,김예수,'02-6959-7800,yskim0517@naver.com,20150626,  ,서울특별시 성북구 인촌로 46^ B101호 (안암동3가),정상영업,02-2241-3966,인터넷,건강/식품,www.velroi.com,null
2015-서울성북-00585,서울특별시 성북구,주식회사 더에이치코리아컴퍼니,316-81-26791,법인,한장훈,'02-983-4540,janghoon0114@gmail.com,20150626,  ,서울특별시 성북구 동소문로 280^ 2층 (하월곡동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.schoolook.co.kr,null
2015-서울성북-00557,서울특별시 성북구,(주) 아이씨티바이오메디,411-87-00119,법인,서영교,'02-941-0692,lrina6220@hanmail.net,20150618,서울특별시 성북구 하월곡동 68번지 6호 장운빌딩  ,서울특별시 성북구 오패산로 6-14 (하월곡동),정상영업,02-2241-3966,인터넷,건강/식품,www.ehspharm.co.kr,null
2015-서울성북-00539,서울특별시 성북구,(주)글로벌셀링코리아,587-86-00122,법인,전인호,'02-922-4202,webcampus@naver.com,20150615,  ,서울특별시 성북구 북악산로 913^ 101동 301호 (돈암동^ 돈암풍림아파트),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.sellingkorea.com,null
2015-서울성북-00502,서울특별시 성북구,주식회사 디자인바치,101-86-54313,법인,문유진,'070-7565-9436,designvaci@naver.com,20150604,서울특별시 성북구 돈암동 524 일신건영휴먼빌아파트  ,서울특별시 성북구 아리랑로 89^ 105동 404호 (돈암동^ 일신건영휴먼빌아파트),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.storefarm_vaci,경기도 성남시 분당구 야탑동 343호 2통
2015-서울성북-00497,서울특별시 성북구,주식회사 투유드림,209-81-59897,법인,유택근,'02-3789-8907,tkyou7567@hanmail.net,20150602,  ,서울특별시 성북구 종암로13길 16-10^ 지하호 (종암동),정상영업,02-2241-3966,인터넷,교육/도서/완구/오락,www.toyouen.blog.me,null
2015-서울성북-00498,서울특별시 성북구,주식회사 엠톡,209-81-57171,법인,민윤미,'02-923-0927,caQwe@naver.com,20150602,  ,서울특별시 성북구 보문로14길 25^ 3층 (안암동4가),정상영업,02-2241-3966,인터넷 신문잡지 기타,교육/도서/완구/오락,인터파크,null
2015-서울성북-00451,서울특별시 성북구,주식회사 도담클래스,198-88-00023,법인,양지혜,'02-927-7602,ora6737@naver.com,20150515,  ,서울특별시 성북구 동소문로26마길 62^ 602호 (동선동3가^ 삼광빌딩),정상영업,02-2241-3966,인터넷 TV홈쇼핑 카달로그 신문잡지 기타,종합몰 가전 가구/수납용품,www.dodamclass.co.kr,null
2020-서울성북-0726,서울특별시 성북구,주식회사 다함께투어,571-87-00065,법인,송현석,'02-439-9311,att9311@naver.com,20150515,서울특별시 성북구 하월곡동 90번지 219호  ,서울특별시 성북구 종암로32길 8^ 205호 (하월곡동),정상영업,02-2241-3966,인터넷,레저/여행/공연,www.다함께투어.com,null
2016-서울성북-0555,서울특별시 성북구,주식회사 커머스컴퍼니,603-87-00101,법인,지의한,'070-7430-3040,help@etrusca.co.kr,20150514,  ,서울특별시 성북구 장위로15길 3 (장위동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.etrusca.co.kr,서울특별시 양천구 목동동로 233-5 (목동^ KT-ICC 3층 심플렉스인터넷(주))
2015-서울성북-00418,서울특별시 성북구,(주)제일티유에스,209-81-23953,법인,박영이^장길순,'02-912-8076,jitus@hanmail.net,20150506,  ,서울특별시 성북구 삼양로 33^ 2층 (길음동^ 치수빌딩),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.school112.com,www.jitus.co.kr,서울특별시 동작구 보라매로5길 15 (신대방동)
2015-서울성북-00401,서울특별시 성북구,주식회사 빠자빠,101-86-09104,법인,한정숙,'02-2233-3700,pasapas11@nate.com,20150430,  ,서울특별시 성북구 지봉로24길 70-8 (보문동5가),정상영업,02-2241-3966,인터넷,종합몰,pasapas.co.kr,null
2015-서울성북-00394,서울특별시 성북구,주식회사 베리타스,101-86-43117,법인,김진한,'02-3673-3927,jhkim@veritas.kr,20150427,  ,서울특별시 성북구 안암로 53^ 5층 (안암동5가),정상영업,02-2241-3966,인터넷,종합몰 교육/도서/완구/오락 의류/패션/잡화/뷰티 레저/여행/공연,지마켓/11번가/옥션/인터파크/스토어팜,null
2015-서울성북-00381,서울특별시 성북구,(주)에스티인터네셔널,209-81-63746,법인,정규찬,'02-,genesis1010@naver.com,20150422,  ,서울특별시 성북구 동소문로 187^ 2층 (돈암동),정상영업,02-2241-3966,인터넷,기타,www.stormmall.co.kr,서울특별시 양천구 목동 924번지 1호 kt-idc 3층
2015-서울성북-00383,서울특별시 성북구,주식회사 일상의친구,534-81-00064,법인,김범준,'02-1566-3722,hp86@naver.com,20150422,서울특별시 성북구 안암동4가 41번지 37호  ,서울특별시 성북구 안암로 17^ 5층 (안암동4가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.graychic.co.kr,http://timelady.co.kr,null
2015-서울성북-00372,서울특별시 성북구,농업회사법인 주식회사 피에이치디,661-81-00105,법인,이상대,'02-766-0957,info@greh.com,20150418,  ,서울특별시 성북구 화랑로48길 16^ 상가동동 지하층 비22호 (석관동^ 두산아파트),정상영업,02-2241-3966,카달로그 신문잡지 기타 인터넷,기타,네이버,null
2015-서울성북-00369,서울특별시 성북구,주식회사 해밀인터내셔날,209-81-63727,법인,이은하,'02-929-7212,cooimong@hotmail.com,20150416,  ,서울특별시 성북구 동소문로24길 32^ 101호 (동선동1가^ 동산아르텔),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,storefarm.naver.com/aftertherain-gam,인천광역시 부평구 경원대로 1373^ 7층 (부평동^ 네이버쇼핑)
2015-서울성북-00358,서울특별시 성북구,주식회사 연담아이앤씨,638-88-00083,법인,최우천,'02-912-1451,9121451@naver.com,20150413,  ,서울특별시 성북구 오패산로 98-19^ 1층 (하월곡동),정상영업,02-2241-3966,인터넷,종합몰,www.auction.co.kr,서울특별시 강남구 테헤란로 152 (역삼동^ 강남파이낸스센터)
2015-서울성북-00341,서울특별시 성북구,베스트투어디엠지주식회사,209-81-62733,법인,오홍석,'02-2232-6789,okjeous@hanmail.net,20150407,  ,서울특별시 성북구 화랑로 248^ 지1층 비106호 (석관동^ 장위뉴타워),정상영업,02-2241-3966,인터넷,레저/여행/공연,okjeous123,null
2015-서울성북-00336,서울특별시 성북구,주식회사 다온샵,225-86-00020,법인,한미리,'070-4142-1455,daonna7@naver.com,20150406,서울특별시 성북구 하월곡동 20  ,서울특별시 성북구 장월로1길 100^ 3층 301호 (하월곡동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,지마켓 11번가 옥션 쿠팡 티몬 위메트,null
2016-서울성북-0621,서울특별시 성북구,(주)더싸다구,706-86-00058,법인,신현규,'070-7425-4949,cep@thessadagu.net,20150401,  ,서울특별시 성북구 안암로1길 22^ 4층 (보문동7가),정상영업,02-2241-3966,인터넷 TV홈쇼핑,종합몰,http://thessadagu.net/,서울특별시 금천구 가산디지털1로 168^ A동 14층 (가산동^ 우림라이온스밸리)
2020-서울성북-1354,서울특별시 성북구,(주)더제네시스,114-86-05517,법인,유윤호,'010-2035-8286,yoohonet@naver.com,20150326,서울특별시 성북구 동소문동7가 117-3  ,서울특별시 성북구 아리랑로 59^ 5층 (동소문동7가),정상영업,02-2241-3966,인터넷 TV홈쇼핑 카달로그 신문잡지,종합몰 의류/패션/잡화/뷰티,ecogemesis.asia,null
2015-서울성북-00302,서울특별시 성북구,(주)아웃라이어즈,209-81-63877,법인,박남준,'02-6952-2451,namjune1@outliers.co.kr,20150325,  ,서울특별시 성북구 보문로 150^ 3층 301호 (삼선동5가),정상영업,02-2241-3966,인터넷,기타,t-store  google  naver appstore,null
2015-서울성북-00295,서울특별시 성북구,(주)케이앤에이치아트,209-81-47974,법인,이문노,'02-913-9688,knhshop@naver.com,20150324,  ,서울특별시 성북구 장월로1길 57^ 302호 (상월곡동^ 대성빌딩),정상영업,02-2241-3966,인터넷,종합몰 가구/수납용품 기타,www.mydesignbest.com,서울특별시 강남구 테헤란로 152 (역삼동^ 강남파이낸스센터)
2015-서울성북-00269,서울특별시 성북구,주식회사 상승피에프,127-86-23675,법인,최미영,'02-,choice2@hanmail.net,20150312,  ,서울특별시 성북구 아리랑로19나길 14 (정릉동),정상영업,02-2241-3966,인터넷,기타,www.flag.co.kr,null
2015-서울성북-00213,서울특별시 성북구,주식회사 도담텍,105-87-89524,법인,양지성,'02-,ora1406@hanmail.net,20150227,  ,서울특별시 성북구 동소문로26마길 62^ 601호 (동선동3가^ 삼광빌딩),정상영업,02-2241-3966,인터넷 TV홈쇼핑 카달로그 신문잡지,기타,www.dodamuni.co.kr,null
2015-서울성북-00181,서울특별시 성북구,주식회사 현대백화점 미아점,209-85-13905,법인,정지선^정지영,'02-2117-2233,root@thehyundai.com,20150213,  ,서울특별시 성북구 동소문로 315 (길음동),정상영업,02-2241-3966,인터넷,종합몰 교육/도서/완구/오락 가전 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티 레저/여행/공연 건강/식품 자동차/자동차용품 상품권,esuper.ehyundai.com,경기도 용인시 수지구 죽전동 산 25번지 2호 동부화재 3층
2015-서울성북-00396,서울특별시 성북구,주식회사 노이인터네셔널,204-86-56532,법인,강태웅,'02,miketyson@naver.com,20150205,  ,서울특별시 성북구 보문로 99^ 405호 (보문동5가^ 영광빌딩),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,오픈마켓,옥션. 11번가,null
2015-서울성북-00125,서울특별시 성북구,미래어패럴(주),209-81-63315,법인,천인용,'070-7613-6839,clea@hanmail.net,20150202,  ,서울특별시 성북구 도봉로3길 9-6^ 1층 (길음동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.팀팀몰.com,null
2016-서울성북-0794,서울특별시 성북구,주식회사 마크모크,261-81-22893,법인,김정현,'6339-8240,junghyun@naver.com,20150115,  ,서울특별시 성북구 안암로5길 30^ 1층 (안암동4가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.mac.moc.com,null
2021-서울성북-1220,서울특별시 성북구,주식회사 헤비츠,204-86-55590,법인,이재호,'02-2238-0322,hevitzcases@gmail.com,20150115,서울특별시 성북구 안암동1가 105-5  ,서울특별시 성북구 고려대로7길 46^ 3층 (안암동1가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.hevitzcases.com,null
2015-서을성북-00050,서울특별시 성북구,장영개발(주),209-81-14401,법인,양세헌,'02-929-5225,peter@holiday.co.kr,20150113,  ,서울특별시 성북구 종암로25길 4 (종암동),정상영업,02-2241-3966,인터넷 카달로그,가전,오픈마켓,null
2015-서울성북-00056,서울특별시 성북구,(주)스마트인력24콜,209-81-63673,법인,김명희,'02,emilana1120@naver.com,20150113,  ,서울특별시 성북구 동소문로 248^ 105동 18-1호 (길음동^ 삼부아파트 상가),정상영업,02-2241-3966,인터넷,기타,www.smart24call,서울특별시 동작구 보라매로5길 15 (신대방동)
2015-서울성북-00042,서울특별시 성북구,유한회사 웰립스,209-81-63464,법인,윤성현,'070-8637-8067,dkja2002@hanmail.net,20150112,  ,서울특별시 성북구 보문로35길 27 (삼선동4가),정상영업,02-2241-3966,인터넷,레저/여행/공연,www.lehangou.com,null
2015-서울성북-00041,서울특별시 성북구,생명의전화 종합사회복지관,209-82-07964,법인,사회복지법인 한국생명의전화,'916-9193,lifelineseoul@hanmail.net,20150112,서울특별시 성북구 하월곡동 96번지 113호  ,null,정상영업,02-2241-3966,인터넷,교육/도서/완구/오락 기타,http://www.lifelineseoul.or.kt,서울특별시 성북구 하월곡동 96번지 113호
2019-서울성북-1306,서울특별시 성북구,지원그린테크 주식회사,217-81-45583,법인,성상규,'02-,ssg0602@naver.com,20150107,서울특별시 성북구 하월곡동 39번지 1호  ,서울특별시 성북구 화랑로14길 5^ 983D호 (하월곡동),정상영업,02-2241-3966,인터넷 TV홈쇼핑,종합몰 의류/패션/잡화/뷰티,etsae.co.kr,null
2015-서울성북-00013,서울특별시 성북구,주식회사 태양팜스,130-86-52856,법인,정문용,'02-953-3337,www.farmsj5@naver.com,20150106,  ,서울특별시 성북구 동소문로7길 2 (동소문동4가),정상영업,02-2241-3966,인터넷 카달로그,종합몰,www.we-rainbow.com,경기도 성남시 분당구 미금일로 58^ 412동 202호 (구미동)
2014-서울성북-00817,서울특별시 성북구,(주) 벤처씨엔씨프라자,106-86-17725,법인,박재범,'02-744-8433,ivenp@ivenp.com,20141202,  ,서울특별시 성북구 동소문로13가길 66^ 101호 (동소문동4가^ 현대아트빌),정상영업,02-2241-3966,인터넷,컴퓨터/사무용품,www.allitmall.co.kr,null
2014-서울성북-00753,서울특별시 성북구,(주) 사랑꿈,209-81-42964,법인,박근영,'02-,sbspower1@naver.com,20141106,  ,서울특별시 성북구 아리랑로 117 (정릉동^ 형제빌딩4층),정상영업,02-2241-3966,인터넷,종합몰,www.gdaero.net,null
2017-서울성북-0954,서울특별시 성북구,주식회사 비앤코,220-88-89965,법인,이민우,'1566-7966,www.vividnco.com,20141103,서울특별시 성북구 동선동3가 259-8  ,서울특별시 성북구 동소문로26마길 62^ 5층 (동선동3가),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,http://www.vividnco.com,null
2020-서울성북-1359,서울특별시 성북구,주식회사 에이스네트워크,204-86-51444,법인,이동열,'010-9479-8301,chunha9024@naver.com,20141022,서울특별시 성북구 석관동 301-1 상희빌딩  ,서울특별시 성북구 돌곶이로 50^ 상희빌딩 4층 (석관동),정상영업,02-2241-3966,인터넷,기타,천하통신,서울특별시 동대문구 망우로23길 10^ 3층 (휘경동)
2014-서울성북-00692,서울특별시 성북구,(주) 기린글로비즈,209-81-62956,법인,양성미,'02-909-8161,smsmsy@hanmail.net,20141016,서울특별시 성북구 하월곡동 90-286  ,서울특별시 성북구 화랑로1길 25^ 201호 (하월곡동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,11번가/  옥션/  G마켓/  네이버 스마트스토어,null
2014-서울성북-00629,서울특별시 성북구,(주) 클라비스,105-87-95706,법인,이종범,'02-,jongbum.lee@klavis.pro,20140923,  ,서울특별시 성북구 정릉로23길 48-3^ 103호 (정릉동^ 연순빌딩1층),정상영업,02-2241-3966,인터넷,기타,www.klavis.pro,null
2015-서울성북-00524,서울특별시 성북구,폭스트론(주),206-86-90012,법인,김지완,'02,jwkim@foxtron.co.kr,20140922,  ,서울특별시 성북구 삼양로 22^ 국민대창업보육센터103호 (길음동),정상영업,02-2241-3966,인터넷,종합몰,11번가.지마켓.네이버 Storefarm. www.dailyboom.co. www.dailyboom.co.kr,서울특별시 성북구 삼양로 22^ 103호 (길음동^ 기린빌딩)
2014-서울성북-00613,서울특별시 성북구,(주) 스타일커플,209-81-62150,법인,강민숙,'1688-5508,KMS0150@nate.com,20140918,  ,서울특별시 성북구 삼선교로 39-202 (삼선동2가^ 현명빌딩2층),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,www.stylecouple.com,null
2017-서울성북-0258,서울특별시 성북구,주식회사 츄리닝연구소,201-86-37443,법인,이은혁,'02-2231-4253,tark002@spm-company.com/admin@spm-company.com,20140917,서울특별시 성북구 하월곡동 73번지 16호 동덕빌라  ,서울특별시 성북구 화랑로13길 87^ 2층 (하월곡동^ 동덕빌라),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,spm-company.com,www.canebros.co.kr,https://www.hyper10.co.kr/,서울특별시 동작구 보라매로5길 15 (신대방동^ 전문건설회관)
2014-서울성북-00561,서울특별시 성북구,주) 한국엔지오연합방송,209-81-62510,법인,강문희,'070-4681-5686,dbwlsdn77@gmail.com,20140819,  ,서울특별시 성북구 성북로4길 52-5410 (돈암동^ 한진스포츠센터),정상영업,02-2241-3966,인터넷,기타,KNGO,null
2018-서울성북-0909,서울특별시 성북구,주식회사 로리엣,261-81-15539,법인,오현경,'02-516-0301,roliat@naver.com,20140814,서울특별시 성북구 성북동 63번지 50호  ,서울특별시 성북구 성북로18길 7^ 1층 (성북동),정상영업,02-2241-3966,인터넷,의류/패션/잡화/뷰티,roliat.com,www.homfem.co.kr,서울특별시 강남구 도산대로49길 31^ 106호 (신사동)
2019-서울성북-0219,서울특별시 성북구,(주) 간송아트,215-87-79885,법인,SHIN ALFRED JAMES SOO,'02-412-8567,alfred.j.shin@icloud.com / alfredshin@outlook.com,20140811,서울특별시 성북구 성북동 81번지 2호 간송미술관  ,서울특별시 성북구 성북로 102-11^ 간송미술관 (성북동),정상영업,02-2241-3966,인터넷,기타,www.seouldesign.or.kr/,null
2014-서울성북-00535,서울특별시 성북구,(사) 신천년새생활국제협회,106-82-10520,법인,강문희,'070-4681-5686,dbwlsdn77@gmail.com,20140808,  ,서울특별시 성북구 성북로4길 52 (돈암동^ 한진아파트제스포츠센타동지하1층5408~5411호),정상영업,02-2241-3966,TV홈쇼핑,기타,kt858,null
2014-서울성북-00534,서울특별시 성북구,(주) 미르,105-87-37268,법인,박형채,'02-6221-6074,onamik@hotmail.com,20140807,  ,서울특별시 성북구 창경궁로 319-1 (성북동1가^ 성북리시온오피스텔),정상영업,02-2241-3966,인터넷,기타,www.eurovent.co.kr,null
2014-서울성북-00533,서울특별시 성북구,주식회사 지피스글로벌,209-81-62183,법인,김휘동,'02-6229-0701,3mania@zippysmall.com,20140806,  ,서울특별시 성북구 아리랑로5길 39^ 101호 (동소문동7가^ 외5필지 샤인힐),정상영업,02-2241-3966,인터넷,종합몰,www.zippysmall.com,null
2014-서울성북-00484,서울특별시 성북구,주식회사 트랜스월드트레이딩,209-81-61302,법인,ZHAO CHANGLONG,'02-6180-1314,twtrading@naver.com,20140717,  ,서울특별시 성북구 종암로9길 9^ 2층 (종암동),정상영업,02-2241-3966,인터넷,기타,수설,null
2021-서울성북-1089,서울특별시 성북구,(주)학점커뮤니케이션,101-86-90885,법인,박명찬,'1811-0087,support@khakjum.com,20140704,서울특별시 성북구 성북동1가 35-8 일신빌딩  ,서울특별시 성북구 성북로5길 9-3^ 일신빌딩 3층 (성북동1가),정상영업,02-2241-3966,인터넷,기타,www.mbcasc.com,http(s)://*.khakjum.com /,http(s)://*.khakjum.co.kr /,http(s)://*.khakjum.net /,http(s)://*.mbcasc.co.kr /,http(s)://*.mbcasc.net /,서울특별시 양천구 목동동로 233-5 (목동)
2024-서울성북-0570,서울특별시 성북구,주식회사 미토디자인,114-87-01162,법인,배동진,'3444-0437,mitodesign@nate.com,20140610,서울특별시 성북구 성북동 145-72  ,서울특별시 성북구 성북로14나길 1 (성북동),정상영업,02-2241-3966,인터넷,기타,www.ganpanshop.co.kr,null
